nodeId,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
0,0.0,-3.641206660631724e-07,0.0,0.0,-3.641206660631724e-07,-3.641206660631724e-07,3.641206660631724e-07,3.641206660631724e-07,3.641206660631724e-07,0.0,0.0,0.0,-0.0749993696808815,-0.07500189542770386,0.0749993696808815,0.0749993696808815
5,0.02352503128349781,-0.023524967953562737,2.529249476523887e-09,5.642404232730769e-08,-0.02352495677769184,-6.034454003156497e-08,-3.0876390333389736e-09,0.02352495864033699,-6.277139918964281e-11,-5.563631333416197e-09,-1.257205228810676e-09,-6.579878686352458e-08,-1.7745630741119385,-1.7745740413665771,1.7745630741119385,1.7745630741119385
10,0.0,0.0,-0.06708204001188278,0.0,0.0,-0.06708204001188278,0.06708204001188278,-0.06708204001188278,0.0,0.06708204001188278,0.0,0.0,0.0,0.0,0.0,0.0
15,-6.261775098437283e-09,-1.538202809570066e-08,-3.2167275509920046e-09,-1.1426807056125199e-08,2.3578063945706162e-08,-2.319377578885451e-09,3.779291546379682e-08,2.5959733918057282e-08,-5.105288636286787e-09,4.8174908506837255e-09,4.863530911336511e-09,-7.197649587453725e-09,-1.7749966382980347,-1.7750098705291748,1.7749966382980347,1.7749966382980347
18,3.914695678730595e-09,0.01179178711026907,1.412313643811558e-08,4.902557915187344e-09,0.009121989831328392,-0.002669802401214838,0.009122004732489586,-0.0026697851717472076,-0.009122012183070183,2.2572403945986252e-09,-4.184916857497001e-09,0.00912199541926384,-1.7749152183532715,-1.7749272584915161,1.7749152183532715,1.7749152183532715
20,-1.3026281164840725e-09,0.010312079451978207,-9.104385753744282e-06,7.744173672108445e-06,1.9202316252631135e-05,0.010306834243237972,9.517876605968922e-06,1.553254696773365e-05,-3.990685581811704e-05,6.525174285343383e-07,-0.010253656655550003,2.8324226150289178e-05,-1.7749392986297607,-1.7749518156051636,1.7749392986297607,1.7749392986297607
25,0.0,0.0,-0.08660254627466202,0.0,-0.08660254627466202,0.0,0.0,0.0,0.0,0.0,0.0,0.08660254627466202,0.0,0.0,0.0,0.0
30,-0.00032265091431327164,-3.52007756276862e-09,-9.45688043429982e-06,9.457522537559271e-06,3.517145160003565e-05,0.00032264922629110515,2.5733241272973828e-05,2.571425648056902e-05,-6.092544208513573e-05,0.00031318963738158345,-0.00022653184714727104,-0.0002969287452287972,-1.7749967575073242,-1.7750086784362793,1.7749967575073242,1.7749967575073242
35,0.0022673141211271286,-0.0023691714741289616,0.0021709001157432795,0.002349280985072255,0.0002032565971603617,-0.0001573462795931846,-0.0021665627136826515,0.0001644969015615061,-0.0004225224838592112,6.933601980563253e-06,-0.0015468680066987872,0.0002999404678121209,-1.7749834060668945,-1.7749967575073242,1.7749834060668945,1.7749834060668945
40,0.00243184226565063,-9.400302224094048e-05,-2.5726393459990504e-07,2.652188868523808e-07,0.0024328085128217936,0.0024318525101989508,-9.331016190117225e-05,-0.0024311505258083344,-1.6377420024582534e-06,-2.537925070100755e-07,-9.142813360085711e-05,6.978775672905613e-07,-1.7749934196472168,-1.7750049829483032,1.7749934196472168,1.7749934196472168
43,-6.3281815343430026e-09,-9.00506247347721e-09,8.635947956747714e-09,-8.270315099423442e-09,1.5829614952167503e-08,-3.2091667101497023e-09,-1.629673995751091e-08,-1.9415999474858836e-08,1.0218426105268463e-08,8.049100275187016e-11,-9.727206595755433e-09,-8.174176002739841e-09,-1.7749969959259033,-1.7750093936920166,1.7749969959259033,1.7749969959259033
45,-9.607818540757762e-09,9.293206759686257e-10,-1.546525929541076e-08,-2.5295823213866697e-09,3.626444922133487e-09,-3.651641433677355e-09,-2.4666331199796332e-08,-2.1672299510555604e-09,3.044839935739674e-10,-1.2485680045415393e-08,-1.1429064361578867e-09,9.63157997802e-10,-1.7749974727630615,-1.775007963180542,1.7749974727630615,1.7749974727630615
50,0.0,0.0,0.0,0.0,0.0,0.0,3.1695936542064373e-08,0.0,0.0,0.0,0.0,0.0,-0.07499925792217255,-0.07500222325325012,0.07499925792217255,0.07499925792217255
55,1.0654886750671722e-08,-8.544720486725055e-08,-5.254590007552906e-08,-5.873810771106491e-09,-1.643284690544533e-07,1.7912953342857918e-09,7.888290909363604e-09,-1.3443779778299358e-07,-1.2774012247973587e-07,2.5184911933706644e-09,8.632140691133827e-08,-1.3748280025538406e-07,-1.774996042251587,-1.7750121355056763,1.774996042251587,1.774996042251587
60,-3.911944190804206e-08,7.639062715725231e-10,-6.203287883366215e-10,-9.079914065068806e-08,5.6220809341311906e-08,5.464436014790408e-08,-1.68291247604202e-08,5.765094357457201e-08,9.637539655216187e-09,1.4297030226373408e-08,-2.4831118494716975e-08,-8.3980342679979e-09,-1.7749965190887451,-1.775010108947754,1.7749965190887451,1.7749965190887451
65,-0.06123724207282066,0.06123724207282066,-0.06123724207282066,0.0,-0.06123724207282066,0.0,0.0,0.0,0.0,0.06123724207282066,-0.06123724207282066,0.0,0.0,0.0,0.0,0.0
70,-7.600803542118229e-09,-3.88713727872414e-10,1.0437177344613247e-08,3.2367377666986386e-09,3.3334335292067863e-09,1.4184569963049398e-08,-3.251676616855548e-08,-5.832334615263335e-09,3.323977759706054e-09,-2.0235986220029645e-09,9.925114952125114e-09,2.3691709927220472e-08,-1.7749965190887451,-1.7750108242034912,1.7749965190887451,1.7749965190887451
75,-6.81869893881526e-09,-1.1543582090212112e-08,8.488684422047754e-09,-1.195347731908214e-08,9.306412529497265e-09,-3.4925935477048142e-09,-9.428520186816058e-09,-2.2459897053295208e-08,2.942117438564651e-09,1.5449288515156923e-09,-1.2358600365303118e-08,2.6310287282171885e-10,-1.7749968767166138,-1.7750099897384644,1.7749968767166138,1.7749968767166138
80,-1.1091646001659683e-07,-4.815787768563951e-10,3.585687524676473e-09,-1.0361902980093873e-07,2.1923160176129386e-08,1.6467527785835046e-08,-9.732808337048482e-08,1.0248712101201818e-07,3.542196536088227e-10,8.322682099048961e-09,-2.1231958413636676e-08,1.1778104180848459e-07,-1.774996042251587,-1.7750117778778076,1.774996042251587,1.774996042251587
83,-1.2386326408986292e-09,-1.8110273281024547e-09,1.6613399544951335e-09,-3.4426628214845323e-09,2.8654725259258385e-09,1.7828849507850464e-10,-7.074575842125341e-05,1.773270530414095e-09,4.0281538105091386e-09,1.7165564525356558e-09,1.6915285838692284e-10,-2.7427602411478347e-09,-1.7749971151351929,-1.7750089168548584,1.7749971151351929,1.7749971151351929
85,7.674569424409583e-09,-7.628568887696474e-09,-2.6401161257183503e-09,-2.1395545335423094e-09,8.774502235908699e-10,-9.575130910377538e-09,-4.278475351782163e-09,-4.2418886181394555e-09,-2.3478836652657264e-09,2.4453363778320636e-09,-8.485163682792063e-09,-6.4506444630296755e-09,-1.7749966382980347,-1.7750098705291748,1.7749966382980347,1.7749966382980347
90,0.001145687885582447,-0.004083429928869009,0.00393920810893178,0.0011443658731877804,-0.007365369237959385,-1.691169870809972e-08,3.040410956600681e-05,0.004620145540684462,0.003372067352756858,-0.003961564972996712,0.004063986707478762,0.0011635699775069952,-1.7749366760253906,-1.7749481201171875,1.7749366760253906,1.7749366760253906
98,1.3689823497031739e-08,4.945286846691488e-09,1.1454209136729787e-08,-4.326121683106976e-09,1.0284695761697549e-08,3.2384728232415227e-09,-1.665712723308843e-08,6.358285453700319e-09,-2.111605335031186e-09,-3.2154212625812306e-09,7.902567489281864e-09,2.9193103046054603e-08,-1.7749969959259033,-1.7750093936920166,1.7749969959259033,1.7749969959259033
103,0.0,0.0,0.0,0.0,3.7832156851713705e-10,-3.7832156851713705e-10,0.0,0.0,0.0,3.7832156851713705e-10,0.0,0.0,-0.07499989867210388,-0.0750003233551979,0.07499989867210388,0.07499989867210388
108,0.038146451115608215,-1.6159471982746254e-08,-5.811998438076671e-09,-4.16276568770968e-09,0.03814643993973732,0.03814643621444702,1.17994609638572e-08,-0.03814643248915672,1.976883101661997e-09,-1.3066510096138018e-09,1.1150009804339334e-08,-1.0144312945215006e-08,-1.7740602493286133,-1.7740731239318848,1.7740602493286133,1.7740602493286133
113,-7.588395237689838e-05,-7.589309097966179e-05,1.3027028344936298e-09,9.61085766526537e-10,6.783011929911709e-09,-1.0788653304061313e-10,-3.50396467396763e-09,5.056990937113426e-10,-3.52320150831531e-09,-5.281104442644846e-10,-7.589386950712651e-05,2.384119568432652e-10,-1.7749968767166138,-1.7750091552734375,1.7749968767166138,1.7749968767166138
